Item Name,Category Name,SKU,HSN,Unit Name,Alert Quantity,Brand Name,Lot Number,Expire Date,Purchase Price,Tax Name,Tax Value,Tax Type,Sales Price,Opening Stock,Barcode
EXPANDING DOCUENT FILE A4 SIZE,FILE COVERS & HOLDER,,,None,,stationery,,,320,None,0,Inclusive,400,100000,1030089
DOCUMENT BAG FILE A4 SIZE,FILE COVERS & HOLDER,,,None,,stationery,,,320,None,0,Inclusive,400,100000,1030090
CARD HOLDER 120 CARD,FILE COVERS & HOLDER,,,None,,stationery,,,115,None,0,Inclusive,170,100000,1030091
CARD HOLDER 200 CARD,FILE COVERS & HOLDER,,,None,,stationery,,,145,None,0,Inclusive,210,100000,1030092
CARD HOLDER 240 CARD,FILE COVERS & HOLDER,,,None,,stationery,,,215,None,0,Inclusive,311,100000,1030093
"A-ONE LEVER ARCH 3"" BOX FILE",FILE COVERS & HOLDER,,,None,,stationery,,,185,None,0,Inclusive,275,100000,1030094
HALF BOX FILE,FILE COVERS & HOLDER,,,None,,stationery,,,110,None,0,Inclusive,150,100000,1030095
CARD HOLDER,FILE COVERS & HOLDER,,,None,,stationery,,,48,None,0,Inclusive,60,100000,1030096
PASSPORT HOLDER,FILE COVERS & HOLDER,,,None,,stationery,,,48,None,0,Inclusive,60,100000,1030097
NAME CARD HOLDER,FILE COVERS & HOLDER,,,None,,stationery,,,100,None,0,Inclusive,125,100000,1030098
NAME CARD HOLDER,FILE COVERS & HOLDER,,,None,,stationery,,,380,None,0,Inclusive,475,100000,1030099
CARD HOLDER,FILE COVERS & HOLDER,,,None,,stationery,,,112,None,0,Inclusive,140,100000,1030100
FC MINGOU LEVER FILE,FILE COVERS & HOLDER,,,None,,stationery,,,160,None,0,Inclusive,200,100000,1030101
BM2 SUCCESS FILE,FILE COVERS & HOLDER,,,None,,stationery,,,200,None,0,Inclusive,250,100000,1030102
SPEED FOLDER LION,FILE COVERS & HOLDER,,,None,,stationery,,,200,None,0,Inclusive,250,100000,1030103
SPRING FILE,FILE COVERS & HOLDER,,,None,,stationery,,,136,None,0,Inclusive,170,100000,1030104
BOX FILE 1/2 BLACK,FILE COVERS & HOLDER,,,None,,stationery,,,135,None,0,Inclusive,170,100000,1030105
"LAMINATED 4"" MAGAZINE PANTHER",FILE COVERS & HOLDER,,,None,,stationery,,,207,None,0,Inclusive,295,100000,1030106
TWO RING FILE SMALL,FILE COVERS & HOLDER,,,None,,stationery,,,144,None,0,Inclusive,180,100000,1030107
"4""BENSON MAGAZINE HOLDER",FILE COVERS & HOLDER,,,None,,stationery,,,210,None,0,Inclusive,250,100000,1030108
REXON B 3520L BOX FILE,FILE COVERS & HOLDER,,,None,,stationery,,,230,None,0,Inclusive,280,100000,1030109
"B3215R REXON FILE 2""",FILE COVERS & HOLDER,,,None,,stationery,,,176,None,0,Inclusive,220,100000,1030110
EXPANDING FILE FC SIZE NO: B8821F,FILE COVERS & HOLDER,,,None,,stationery,,,450,None,0,Inclusive,650,100000,1030111
EXPANDING FILE BILI,FILE COVERS & HOLDER,,,None,,stationery,,,320,None,0,Inclusive,400,100000,1030112
GAOJIJISHIJIA FILE,FILE COVERS & HOLDER,,,None,,stationery,,,160,None,0,Inclusive,200,100000,1030113
CLIP FILE,FILE COVERS & HOLDER,,,None,,stationery,,,160,None,0,Inclusive,200,100000,1030114
CLIP FILE,FILE COVERS & HOLDER,,,None,,stationery,,,300,None,0,Inclusive,375,100000,1030115
CLIP BOARD,FILE COVERS & HOLDER,,,None,,stationery,,,115,None,0,Inclusive,175,100000,1030116
ZIPER SMALL FILE,FILE COVERS & HOLDER,,,None,,stationery,,,200,None,0,Inclusive,250,100000,1030117
HUA JIE REPORT COVER,FILE COVERS & HOLDER,,,None,,stationery,,,80,None,0,Inclusive,100,100000,1030118
BUSINESS CARD HOLDER 480,FILE COVERS & HOLDER,,,None,,stationery,,,680,None,0,Inclusive,850,100000,1030119
LETTER FILE,FILE COVERS & HOLDER,,,None,,stationery,,,336,None,0,Inclusive,420,100000,1030120
ZIPPER FILE,FILE COVERS & HOLDER,,,None,,stationery,,,272,None,0,Inclusive,340,100000,1030121
MENU FILE,FILE COVERS & HOLDER,,,None,,stationery,,,460,None,0,Inclusive,575,100000,1030122
ZIPPER FILE,FILE COVERS & HOLDER,,,None,,stationery,,,350,None,0,Inclusive,450,100000,1030123
2 RING FILE,FILE COVERS & HOLDER,,,None,,stationery,,,160,None,0,Inclusive,200,100000,1030124
BILI FILE,FILE COVERS & HOLDER,,,None,,stationery,,,100,None,0,Inclusive,170,100000,1030125
JIENUO CARD HOLDER,FILE COVERS & HOLDER,,,None,,stationery,,,180,None,0,Inclusive,225,100000,1030126
CHENGHA CARD HOLDER,FILE COVERS & HOLDER,,,None,,stationery,,,180,None,0,Inclusive,225,100000,1030127
"3""BENSON MAGAZINE HOLDER",FILE COVERS & HOLDER,,,None,,stationery,,,160,None,0,Inclusive,210,100000,1030128
REXON B3530L BOX FILE,FILE COVERS & HOLDER,,,None,,stationery,,,240,None,0,Inclusive,300,100000,1030129
ROYALFILE BNC BOX FILE,FILE COVERS & HOLDER,,,None,,stationery,,,200,None,0,Inclusive,250,100000,1030130
A4 SIZE BILI LEVER ARCH FILE,FILE COVERS & HOLDER,,,None,,stationery,,,184,None,0,Inclusive,230,100000,1030131
2 FC SIZE BILI LEVER ARCH FILE,FILE COVERS & HOLDER,,,None,,stationery,,,184,None,0,Inclusive,230,100000,1030132
MT KT 550A BOX FILE,FILE COVERS & HOLDER,,,None,,stationery,,,140,None,0,Inclusive,175,100000,1030133
6 BENSON MAGAZINE HOLDER,FILE COVERS & HOLDER,,,None,,stationery,,,230,None,0,Inclusive,285,100000,1030134
PENO BOX FILE 3,FILE COVERS & HOLDER,,,None,,stationery,,,136,None,0,Inclusive,170,100000,1030135
CLIP FILE,FILE COVERS & HOLDER,,,None,,stationery,,,160,None,0,Inclusive,200,100000,1030136
NAME CARD HOLDER,FILE COVERS & HOLDER,,,None,,stationery,,,136,None,0,Inclusive,170,100000,1030137
CARD BOARD FILE,FILE COVERS & HOLDER,,,None,,stationery,,,3.68,None,0,Inclusive,8,100000,1030138
FOUR HOLE FILE,FILE COVERS & HOLDER,,,None,,stationery,,,40.4,None,0,Inclusive,70,100000,1030139
CARD BOARD CLIP FILE,FILE COVERS & HOLDER,,,None,,stationery,,,13,None,0,Inclusive,20,100000,1030140
WEERODARA FOLDER,FILE COVERS & HOLDER,,,None,,stationery,,,14,None,0,Inclusive,20,100000,1030141
MBM BM 90 CLIP FILE,FILE COVERS & HOLDER,,,None,,stationery,,,155,None,0,Inclusive,200,100000,1030142
CLIP FILE,FILE COVERS & HOLDER,,,None,,stationery,,,160,None,0,Inclusive,200,100000,1030143
SPRING FILE,FILE COVERS & HOLDER,,,None,,stationery,,,144,None,0,Inclusive,180,100000,1030144
PLASTIC FILE,FILE COVERS & HOLDER,,,None,,stationery,,,140,None,0,Inclusive,175,100000,1030145
PLASTIC FILE,FILE COVERS & HOLDER,,,None,,stationery,,,72,None,0,Inclusive,90,100000,1030146
GAD 11 HOLE LOOSE LEAF A4 100 PCS,FILE COVERS & HOLDER,,,None,,stationery,,,650,None,0,Inclusive,"1,000.00",100000,1030147
BINDERMAX 11 HOLE POCKET 100 PCS,FILE COVERS & HOLDER,,,None,,stationery,,,550,None,0,Inclusive,900,100000,1030148
PENTEX 11 HOLE POCKET 100 PCS,FILE COVERS & HOLDER,,,None,,stationery,,,490,None,0,Inclusive,800,100000,1030149
BINDERMAX 11 HOLE POCKET A4 100 PCS,FILE COVERS & HOLDER,,,None,,stationery,,,750,None,0,Inclusive,"1,200.00",100000,1030150
SRD SHEET PROTECTOR 100 PCS,FILE COVERS & HOLDER,,,None,,stationery,,,400,None,0,Inclusive,600,100000,1030151
ROYAL BOX FILE YELLOW,FILE COVERS & HOLDER,,,None,,stationery,,,215,None,0,Inclusive,250,100000,1030152
FILE INDEX A4 10,FILE COVERS & HOLDER,,,None,,stationery,,,80,None,0,Inclusive,125,100000,1030153
REXON IN OUT TRAY,FILE COVERS & HOLDER,,,None,,stationery,,,750,None,0,Inclusive,"1,100.00",100000,1030154
BOX FILE A5 FOLDER LAMINATED,FILE COVERS & HOLDER,,,None,,stationery,,,138,None,0,Inclusive,175,100000,1030155
J.N.P COLOUR INDEX A4 10 DRIVIDERS,FILE COVERS & HOLDER,,,None,,stationery,,,47.5,None,0,Inclusive,85,100000,1030156
160P NAME CARD HOLDER,FILE COVERS & HOLDER,,,None,,stationery,,,375,None,0,Inclusive,575,100000,1030157
"5""MAGAZINE HOLDER BENSON",FILE COVERS & HOLDER,,,None,,stationery,,,240,None,0,Inclusive,290,100000,1030158
VISTING CARD HOLDER,FILE COVERS & HOLDER,,,None,,stationery,,,60,None,0,Inclusive,100,100000,1030159
DOCUMENT ZIP BAG (B4) J03,FILE COVERS & HOLDER,,,None,,stationery,,,85,None,0,Inclusive,125,100000,1030160
DOCUMENT HOLDER WITH HANDDLE J03,FILE COVERS & HOLDER,,,None,,stationery,,,215,None,0,Inclusive,320,100000,1030161
LEVER FILE FC SIZE D06,FILE COVERS & HOLDER,,,None,,stationery,,,145,None,0,Inclusive,200,100000,1030162
LETTER BENSON BOX FILE,FILE COVERS & HOLDER,,,None,,stationery,,,145,None,0,Inclusive,200,100000,1030163
COMPUTER FILE -SMALL,FILE COVERS & HOLDER,,,None,,stationery,,,195,None,0,Inclusive,240,100000,1030164
"4""MAGAZING HOLDER COLOUR B03",FILE COVERS & HOLDER,,,None,,stationery,,,180,None,0,Inclusive,250,100000,1030165
TWO RING FILE,FILE COVERS & HOLDER,,,None,,stationery,,,160,None,0,Inclusive,200,100000,1030166
26 A4 TAB DIVIDERS,FILE COVERS & HOLDER,,,None,,stationery,,,300,None,0,Inclusive,400,100000,1030167
3 RING FILE,FILE COVERS & HOLDER,,,None,,stationery,,,275,None,0,Inclusive,395,100000,1030168
12A4 TAB DIVIDERS,FILE COVERS & HOLDER,,,None,,stationery,,,125,None,0,Inclusive,190,100000,1030169
CARD HOLDER 480 DATAMATE R13,FILE COVERS & HOLDER,,,None,,stationery,,,670,None,0,Inclusive,970,100000,1030170
CARD HOLDER 360 DATAMATE R13,FILE COVERS & HOLDER,,,None,,stationery,,,480,None,0,Inclusive,700,100000,1030171
N/C BOX  R13,FILE COVERS & HOLDER,,,None,,stationery,,,60,None,0,Inclusive,90,100000,1030172
N/C BOX R13,FILE COVERS & HOLDER,,,None,,stationery,,,100,None,0,Inclusive,145,100000,1030173
CHEQU  HOLDER EXPANDING FILE R13,FILE COVERS & HOLDER,,,None,,stationery,,,150,None,0,Inclusive,500,100000,1030174
CHEQE HOLDER L R13,FILE COVERS & HOLDER,,,None,,stationery,,,260,None,0,Inclusive,380,100000,1030175
BOX FILE LARGE ECO S13,FILE COVERS & HOLDER,,,None,,stationery,,,136,None,0,Inclusive,190,100000,1030176
CLIP BOARD A4 S13,FILE COVERS & HOLDER,,,None,,stationery,,,73,None,0,Inclusive,125,100000,1030177
ZIP FOLDER A4 SMALL,FILE COVERS & HOLDER,,,None,,stationery,,,295,None,0,Inclusive,450,100000,1030178
OFFICE FILE -1250GSM S13,FILE COVERS & HOLDER,,,None,,stationery,,,45,None,0,Inclusive,60,100000,1030179
PASS PORT HOLDER -F5,FILE COVERS & HOLDER,,,None,,stationery,,,26.25,None,0,Inclusive,50,100000,1030180
2 RING FILES LAMINATED PAPER S13,FILE COVERS & HOLDER,,,None,,stationery,,,135,None,0,Inclusive,200,100000,1030181
LION BRAND PVC BOX FILE U01,FILE COVERS & HOLDER,,,None,,stationery,,,195,None,0,Inclusive,230,100000,1030182
REXON FILE RACK SERIES US 9881,FILE COVERS & HOLDER,,,None,,stationery,,,220,None,0,Inclusive,375,100000,1030183
160P NAME CARD HOLDER,FILE COVERS & HOLDER,,,None,,stationery,,,390,None,0,Inclusive,575,100000,1030184
NARROW LEETER FILE BENSON,FILE COVERS & HOLDER,,,None,,stationery,,,150,None,0,Inclusive,180,100000,1030185
A4 IDEAL ASSISTANT HOLDER,FILE COVERS & HOLDER,,,None,,stationery,,,15,None,0,Inclusive,27.5,100000,1030186
FILE WITH COVER,FILE COVERS & HOLDER,,,None,,stationery,,,37,None,0,Inclusive,50,100000,1030187
CLEAR BOOK FILE SERIES,FILE COVERS & HOLDER,,,None,,stationery,,,27.5,None,0,Inclusive,40,100000,1030188
NAME CARD HOLDER 120P,FILE COVERS & HOLDER,,,None,,stationery,,,475,None,0,Inclusive,690,100000,1030189
NAME CARD HOLDER 160P,FILE COVERS & HOLDER,,,None,,stationery,,,600,None,0,Inclusive,870,100000,1030190
NAME CARD HOLDER 240P,FILE COVERS & HOLDER,,,None,,stationery,,,800,None,0,Inclusive,975,100000,1030191
NAME CARD HOLDER 320P,FILE COVERS & HOLDER,,,None,,stationery,,,950,None,0,Inclusive,"1,175.00",100000,1030192
A4 TWO RING FILE  REXON,FILE COVERS & HOLDER,,,None,,stationery,,,160,None,0,Inclusive,200,100000,1030193
FILE 303 CA,FILE COVERS & HOLDER,,,None,,stationery,,,45,None,0,Inclusive,65,100000,1030194
DRAW POLE CLEAR CLIP  FILE Q 310,FILE COVERS & HOLDER,,,None,,stationery,,,40,None,0,Inclusive,65,100000,1030195
A4 COLOUR INDEX HS 6,FILE COVERS & HOLDER,,,None,,stationery,,,75,None,0,Inclusive,110,100000,1030196
A4 COLOUR  INDEX HS10,FILE COVERS & HOLDER,,,None,,stationery,,,125,None,0,Inclusive,190,100000,1030197
CLIP BOARD DL,FILE COVERS & HOLDER,,,None,,stationery,,,220,None,0,Inclusive,340,100000,1030198
A4 COLOR INDEX HS 12,FILE COVERS & HOLDER,,,None,,stationery,,,125,None,0,Inclusive,190,100000,1030199
ELEPHANT BOX FILE,FILE COVERS & HOLDER,,,None,,stationery,,,245,None,0,Inclusive,345,100000,1030200
BALILWEN PRESSURE FILE FC SIZE,FILE COVERS & HOLDER,,,None,,stationery,,,145,None,0,Inclusive,200,100000,1030201
BAILIWEN PRESSURE FILE FC SIZE,FILE COVERS & HOLDER,,,None,,stationery,,,133.74,None,0,Inclusive,180,100000,1030202
FILE FOLDER,FILE COVERS & HOLDER,,,None,,stationery,,,60,None,0,Inclusive,100,100000,1030203
FILE FOLDER WITHE LONG CLIP FILE,FILE COVERS & HOLDER,,,None,,stationery,,,150.3,None,0,Inclusive,200,100000,1030204
IN OUT TRAY 2 SET,FILE COVERS & HOLDER,,,None,,stationery,,,500,None,0,Inclusive,750,100000,1030205
1/2 P.V.C FILE,FILE COVERS & HOLDER,,,None,,stationery,,,125,None,0,Inclusive,175,100000,1030206
CHEQUE HOLDER,FILE COVERS & HOLDER,,,None,,stationery,,,150,None,0,Inclusive,225,100000,1030207
DROWER FILING FOLDER,FILE COVERS & HOLDER,,,None,,stationery,,,66,None,0,Inclusive,80,100000,1030208
REXON FILE RACK,FILE COVERS & HOLDER,,,None,,stationery,,,225,None,0,Inclusive,300,100000,1030209
TABLE CARD HOLDER,FILE COVERS & HOLDER,,,None,,stationery,,,80,None,0,Inclusive,125,100000,1030210
STATIONNERY HOLDER,FILE COVERS & HOLDER,,,None,,stationery,,,225,None,0,Inclusive,350,100000,1030211
HL 3D PINCIL COVER,FILE COVERS & HOLDER,,,None,,stationery,,,120,None,0,Inclusive,175,100000,1030212
PVC FILE COVER,FILE COVERS & HOLDER,,,None,,stationery,,,30,None,0,Inclusive,45,100000,1030213
DIVIDING FILE,FILE COVERS & HOLDER,,,None,,stationery,,,370,None,0,Inclusive,550,100000,1030214
FILE COVER 300GSM TRIO PINK,FILE COVERS & HOLDER,,,None,,stationery,,,7.65,None,0,Inclusive,15,100000,1030215
FILE COVER 300GSM TRIO BLUE,FILE COVERS & HOLDER,,,None,,stationery,,,7.65,None,0,Inclusive,15,100000,1030216
FILE COVER 300GSM TRIO GREEN,FILE COVERS & HOLDER,,,None,,stationery,,,7.65,None,0,Inclusive,15,100000,1030217
FILE COVER 300GSM TRIO YELLOW,FILE COVERS & HOLDER,,,None,,stationery,,,7.65,None,0,Inclusive,15,100000,1030218
FILE COVER 300GSM TRIO PURPLE,FILE COVERS & HOLDER,,,None,,stationery,,,5.75,None,0,Inclusive,10,100000,1030219
A4 BUSINESS FILE,FILE COVERS & HOLDER,,,None,,stationery,,,32.5,None,0,Inclusive,40,100000,1030220
CHEQUE HOLDERS 1131 S18,FILE COVERS & HOLDER,,,None,,stationery,,,290,None,0,Inclusive,420,100000,1030221
CHEQUE HOLDER 4313SL,FILE COVERS & HOLDER,,,None,,stationery,,,265,None,0,Inclusive,380,100000,1030222
CHEQUE HOLDER 4315,FILE COVERS & HOLDER,,,None,,stationery,,,220,None,0,Inclusive,320,100000,1030223
CLIP FILE S18,FILE COVERS & HOLDER,,,None,,stationery,,,70,None,0,Inclusive,100,100000,1030224
A4 B SIDE FILE,FILE COVERS & HOLDER,,,None,,stationery,,,30,None,0,Inclusive,50,100000,1030225
"3"" MAGAZINE HOLDER COLORE",FILE COVERS & HOLDER,,,None,,stationery,,,175,None,0,Inclusive,225,100000,1030226
BUSINESS FILE P02,FILE COVERS & HOLDER,,,None,,stationery,,,14.5,None,0,Inclusive,30,100000,1030227
REXON IN OUT TRAY S,FILE COVERS & HOLDER,,,None,,stationery,,,525,None,0,Inclusive,800,100000,1030228
CAMPUS FILE,FILE COVERS & HOLDER,,,None,,stationery,,,90,None,0,Inclusive,150,100000,1030229
A-ONE BOX FILE,FILE COVERS & HOLDER,,,None,,stationery,,,195,None,0,Inclusive,250,100000,1030230
MAGAZIN FILE SET,FILE COVERS & HOLDER,,,None,,stationery,,,740,None,0,Inclusive,950,100000,1030231
DOCUMENT CASE A4 SIZE,FILE COVERS & HOLDER,,,None,,stationery,,,290,None,0,Inclusive,525,100000,1030232
2 RING LAMINATED FILE,FILE COVERS & HOLDER,,,None,,stationery,,,153.9,None,0,Inclusive,220,100000,1030233
NAME CARD HOLDER,FILE COVERS & HOLDER,,,None,,stationery,,,300,None,0,Inclusive,450,100000,1030234
FILE BAG FC,FILE COVERS & HOLDER,,,None,,stationery,,,160,None,0,Inclusive,230,100000,1030235
A3 CLEAR POCKET,FILE COVERS & HOLDER,,,None,,stationery,,,19.8,None,0,Inclusive,30,100000,1030236
ZIP FILE A4,FILE COVERS & HOLDER,,,None,,stationery,,,30,None,0,Inclusive,50,100000,1030237
VISTING CARD HOLDER,FILE COVERS & HOLDER,,,None,,stationery,,,190,None,0,Inclusive,275,100000,1030238
VISITING CARD HOLDER,FILE COVERS & HOLDER,,,None,,stationery,,,225,None,0,Inclusive,330,100000,1030239
VISTING CARD HOLDER,FILE COVERS & HOLDER,,,None,,stationery,,,225,None,0,Inclusive,330,100000,1030240
REXON CAMPUS FILE,FILE COVERS & HOLDER,,,None,,stationery,,,176,None,0,Inclusive,220,100000,1030241
SHEET PROTECTORS,FILE COVERS & HOLDER,,,None,,stationery,,,5.75,None,0,Inclusive,15,100000,1030242
"200 PGS 1"" SINGLE RULED BOOK",FILE COVERS & HOLDER,,,None,,stationery,,,67.5,None,0,Inclusive,90,100000,1030243
7158 HOLDER,FILE COVERS & HOLDER,,,None,,stationery,,,"1,300.00",None,0,Inclusive,"1,900.00",100000,1030244
7181 HOLDER,FILE COVERS & HOLDER,,,None,,stationery,,,840,None,0,Inclusive,"1,220.00",100000,1030245
FILE COVER 1307,FILE COVERS & HOLDER,,,None,,stationery,,,130,None,0,Inclusive,260,100000,1030246
LION CLEAR BOOK FC 40 POCKET,FILE COVERS & HOLDER,,,None,,stationery,,,240,None,0,Inclusive,285,100000,1030247
MENU STAND K-683,FILE COVERS & HOLDER,,,None,,stationery,,,230,None,0,Inclusive,335,100000,1030248
A5 CLIP BOARD,FILE COVERS & HOLDER,,,None,,stationery,,,100,None,0,Inclusive,125,100000,1030249
A4 CLEAR FILE,FILE COVERS & HOLDER,,,None,,stationery,,,30,None,0,Inclusive,45,100000,1030250
REXON B3230L BOX FILE,FILE COVERS & HOLDER,,,None,,stationery,,,230,None,0,Inclusive,300,100000,1030251
CAMPUS FILE R17,FILE COVERS & HOLDER,,,None,,stationery,,,100,None,0,Inclusive,200,100000,1030252
CLEAR BOOK 40 POCKET A3 SIZE,FILE COVERS & HOLDER,,,None,,stationery,,,550,None,0,Inclusive,810,100000,1030253
CLEAR BOOK 20 POCKET A3 SIZE,FILE COVERS & HOLDER,,,None,,stationery,,,395,None,0,Inclusive,650,100000,1030254
REXON CHEQUE BOOK HOLDER,FILE COVERS & HOLDER,,,None,,stationery,,,185,None,0,Inclusive,270,100000,1030255
DOCUMENT CASE A4 812,FILE COVERS & HOLDER,,,None,,stationery,,,320,None,0,Inclusive,525,100000,1030256
DOCUMENT CASE A4 813,FILE COVERS & HOLDER,,,None,,stationery,,,545,None,0,Inclusive,800,100000,1030257
DOCUMENT CASE A4 811,FILE COVERS & HOLDER,,,None,,stationery,,,385,None,0,Inclusive,560,100000,1030258
A5 HOLDER 7155,FILE COVERS & HOLDER,,,None,,stationery,,,760,None,0,Inclusive,"1,150.00",100000,1030259
A5 HOLDER 7180,FILE COVERS & HOLDER,,,None,,stationery,,,680,None,0,Inclusive,990,100000,1030260
A5 HOLDER 7150,FILE COVERS & HOLDER,,,None,,stationery,,,375,None,0,Inclusive,550,100000,1030261
A6 HOLDER 7153,FILE COVERS & HOLDER,,,None,,stationery,,,420,None,0,Inclusive,620,100000,1030262
A6 HOLDER 7181,FILE COVERS & HOLDER,,,None,,stationery,,,600,None,0,Inclusive,900,100000,1030263
A4 HOLDER 7156,FILE COVERS & HOLDER,,,None,,stationery,,,690,None,0,Inclusive,"1,000.00",100000,1030264
A4 HOLDER 7157,FILE COVERS & HOLDER,,,None,,stationery,,,860,None,0,Inclusive,"1,250.00",100000,1030265
A5 CLIP BOARD DINGLI,FILE COVERS & HOLDER,,,None,,stationery,,,95,None,0,Inclusive,140,100000,1030266
15 X 11 COMPUTER FILE,FILE COVERS & HOLDER,,,None,,stationery,,,195,None,0,Inclusive,300,100000,1030267
ECO BOX FILE,FILE COVERS & HOLDER,,,None,,stationery,,,100,None,0,Inclusive,170,100000,1030268
CALENDER BASE PLASTIC,FILE COVERS & HOLDER,,,None,,stationery,,,850,None,0,Inclusive,"1,250.00",100000,1030269
FUQIANG CLIP BOARD,FILE COVERS & HOLDER,,,None,,stationery,,,140,None,0,Inclusive,225,100000,1030270
ENVELOP FILE,FILE COVERS & HOLDER,,,None,,stationery,,,145,None,0,Inclusive,225,100000,1030271
ZIP BAG,FILE COVERS & HOLDER,,,None,,stationery,,,120,None,0,Inclusive,190,100000,1030272
CLIP FILE NORMAL,FILE COVERS & HOLDER,,,None,,stationery,,,170,None,0,Inclusive,240,100000,1030273
BILL HOLDER NORMAL,FILE COVERS & HOLDER,,,None,,stationery,,,175,None,0,Inclusive,240,100000,1030274
UN PADDED CLIP FILE,FILE COVERS & HOLDER,,,None,,stationery,,,260,None,0,Inclusive,400,100000,1030275
GOLD LOCK COMPENDIUM FILE,FILE COVERS & HOLDER,,,None,,stationery,,,450,None,0,Inclusive,675,100000,1030276
S GOLD LOCK COMPENDIUM FILE,FILE COVERS & HOLDER,,,None,,stationery,,,630,None,0,Inclusive,950,100000,1030277
ZIPPER FILE NORMAL,FILE COVERS & HOLDER,,,None,,stationery,,,520,None,0,Inclusive,750,100000,1030278
SMALL LOCK COMPENDIUM FILE,FILE COVERS & HOLDER,,,None,,stationery,,,490,None,0,Inclusive,700,100000,1030279
H BOTTOM COMPENDIUM FILE,FILE COVERS & HOLDER,,,None,,stationery,,,450,None,0,Inclusive,650,100000,1030280
POCKET LETTER FILE,FILE COVERS & HOLDER,,,None,,stationery,,,350,None,0,Inclusive,525,100000,1030281
IC CLIP LETTER FILE,FILE COVERS & HOLDER,,,None,,stationery,,,270,None,0,Inclusive,410,100000,1030282
ZIPPER FILE SL,FILE COVERS & HOLDER,,,None,,stationery,,,570,None,0,Inclusive,875,100000,1030283
ZIPPER BAG S,FILE COVERS & HOLDER,,,None,,stationery,,,"1,350.00",None,0,Inclusive,"1,980.00",100000,1030284
ZIPPER SPECIAL FILE BADGE,FILE COVERS & HOLDER,,,None,,stationery,,,795,None,0,Inclusive,"1,225.00",100000,1030285
OXFORD ZIPPER FILE,FILE COVERS & HOLDER,,,None,,stationery,,,530,None,0,Inclusive,780,100000,1030286
ZIPPER BAG WITH RIBBON,FILE COVERS & HOLDER,,,None,,stationery,,,775,None,0,Inclusive,"1,200.00",100000,1030287
2Q ZIPPER FILE M,FILE COVERS & HOLDER,,,None,,stationery,,,400,None,0,Inclusive,580,100000,1030288
2Q ZIPPER FILE L,FILE COVERS & HOLDER,,,None,,stationery,,,450,None,0,Inclusive,660,100000,1030289
CLIP BOARD,FILE COVERS & HOLDER,,,None,,stationery,,,130,None,0,Inclusive,210,100000,1030290
ZIPPER FILE S,FILE COVERS & HOLDER,,,None,,stationery,,,305,None,0,Inclusive,450,100000,1030291
2Q ZIPPER FILE S,FILE COVERS & HOLDER,,,None,,stationery,,,265,None,0,Inclusive,390,100000,1030292
COLOUR ZIPPER NORMAL FILE,FILE COVERS & HOLDER,,,None,,stationery,,,530,None,0,Inclusive,775,100000,1030293
COLOUR ZIPPER OXFORD FILE,FILE COVERS & HOLDER,,,None,,stationery,,,410,None,0,Inclusive,620,100000,1030294
COLOUR ZIPPER OXFORD FILE M,FILE COVERS & HOLDER,,,None,,stationery,,,435,None,0,Inclusive,640,100000,1030295
